,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Address Type,City,Landmark,Status,Borough
16314,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10470.0,ADDRESS,BRONX,,Closed,BRONX
16315,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11694.0,ADDRESS,Rockaway Park,,Open,QUEENS
16316,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10453.0,ADDRESS,BRONX,,Open,BRONX
16317,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10002.0,ADDRESS,NEW YORK,,Open,MANHATTAN
16318,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,10452.0,ADDRESS,BRONX,,Open,BRONX
16319,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10035.0,ADDRESS,NEW YORK,,Open,MANHATTAN
16320,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11234.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16321,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453.0,ADDRESS,BRONX,,Closed,BRONX
16322,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10023.0,ADDRESS,NEW YORK,,Open,MANHATTAN
16323,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,RUBBISH,RESIDENTIAL BUILDING,10461.0,ADDRESS,BRONX,,Open,BRONX
16324,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11210.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16325,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10452.0,ADDRESS,BRONX,,Open,BRONX
16326,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,10462.0,ADDRESS,BRONX,,Open,BRONX
16327,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11231.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16328,10/28/2013 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Construction Site,11221.0,ADDRESS,BROOKLYN,,Assigned,BROOKLYN
16329,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10030.0,ADDRESS,NEW YORK,,Open,MANHATTAN
16330,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,10462.0,ADDRESS,BRONX,,Open,BRONX
16331,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11226.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16332,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460.0,ADDRESS,BRONX,,Open,BRONX
16333,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11420.0,ADDRESS,South Ozone Park,,Open,QUEENS
16334,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10454.0,ADDRESS,BRONX,,Open,BRONX
16335,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,11210.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16336,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11368.0,ADDRESS,Corona,,Open,QUEENS
16337,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10472.0,ADDRESS,BRONX,,Open,BRONX
16338,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11216.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16339,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11209.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16340,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,RUBBISH,RESIDENTIAL BUILDING,10455.0,ADDRESS,BRONX,,Open,BRONX
16341,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10452.0,ADDRESS,BRONX,,Open,BRONX
16342,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11215.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16343,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11222.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16344,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,DOORS,RESIDENTIAL BUILDING,10454.0,ADDRESS,BRONX,,Open,BRONX
16345,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10456.0,ADDRESS,BRONX,,Open,BRONX
16346,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10012.0,ADDRESS,NEW YORK,,Open,MANHATTAN
16347,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452.0,ADDRESS,BRONX,,Open,BRONX
16348,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10032.0,ADDRESS,NEW YORK,,Open,MANHATTAN
16349,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,11368.0,ADDRESS,Corona,,Open,QUEENS
16350,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031.0,ADDRESS,NEW YORK,,Open,MANHATTAN
16351,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10472.0,ADDRESS,BRONX,,Open,BRONX
16352,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10472.0,ADDRESS,BRONX,,Open,BRONX
16353,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11212.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16354,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11218.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16355,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11234.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16356,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16357,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11222.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16358,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10462.0,ADDRESS,BRONX,,Open,BRONX
16359,10/28/2013 12:00:00 AM,10/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11694.0,ADDRESS,Rockaway Park,,Closed,QUEENS
16360,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203.0,ADDRESS,BROOKLYN,,Closed,BROOKLYN
16361,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,11221.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16362,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468.0,ADDRESS,BRONX,,Open,BRONX
16363,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11220.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16364,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10462.0,ADDRESS,BRONX,,Open,BRONX
16365,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT-PLANT,RESIDENTIAL BUILDING,10065.0,ADDRESS,NEW YORK,,Open,MANHATTAN
16366,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11238.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16367,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,LOCKS,RESIDENTIAL BUILDING,10314.0,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
16368,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,10458.0,ADDRESS,BRONX,,Open,BRONX
16369,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10453.0,ADDRESS,BRONX,,Open,BRONX
16370,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11233.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16371,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11377.0,ADDRESS,Woodside,,Open,QUEENS
16372,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10473.0,ADDRESS,BRONX,,Closed,BRONX
16373,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11222.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16374,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MAIL-BOX,RESIDENTIAL BUILDING,11233.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16375,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10472.0,ADDRESS,BRONX,,Open,BRONX
16376,10/28/2013 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10019.0,INTERSECTION,NEW YORK,,Assigned,MANHATTAN
16377,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,FLOOR,RESIDENTIAL BUILDING,11225.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16378,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10455.0,ADDRESS,BRONX,,Open,BRONX
16379,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10472.0,ADDRESS,BRONX,,Open,BRONX
16380,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11216.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16381,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,11225.0,ADDRESS,BROOKLYN,,Open,BROOKLYN
16382,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10473.0,ADDRESS,BRONX,,Closed,BRONX
16383,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10454.0,ADDRESS,BRONX,,Open,BRONX
16384,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452,ADDRESS,BRONX,,Open,BRONX
16385,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11233,ADDRESS,BROOKLYN,,Open,BROOKLYN
16386,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,ADDRESS,BRONX,,Closed,BRONX
16387,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10310,ADDRESS,STATEN ISLAND,,Closed,STATEN ISLAND
16388,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,SMOKE-DETECTOR,RESIDENTIAL BUILDING,11105,ADDRESS,Astoria,,Open,QUEENS
16389,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,ADDRESS,BRONX,,Open,BRONX
16390,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10029,ADDRESS,NEW YORK,,Open,MANHATTAN
16391,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10301,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
16392,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,GAS,RESIDENTIAL BUILDING,10457,ADDRESS,BRONX,,Open,BRONX
16393,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,ADDRESS,BRONX,,Open,BRONX
16394,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,ADDRESS,BRONX,,Open,BRONX
16395,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10469,ADDRESS,BRONX,,Open,BRONX
16396,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOW GUARDS,RESIDENTIAL BUILDING,11225,ADDRESS,BROOKLYN,,Open,BROOKLYN
16397,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10462,ADDRESS,BRONX,,Open,BRONX
16398,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-SUPPLY,RESIDENTIAL BUILDING,10035,ADDRESS,NEW YORK,,Open,MANHATTAN
16399,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,ADDRESS,NEW YORK,,Open,MANHATTAN
16400,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,CABINETS,RESIDENTIAL BUILDING,11226,ADDRESS,BROOKLYN,,Open,BROOKLYN
16401,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10462,ADDRESS,BRONX,,Open,BRONX
16402,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10454,ADDRESS,BRONX,,Open,BRONX
16403,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11221,ADDRESS,BROOKLYN,,Open,BROOKLYN
16404,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10457,ADDRESS,BRONX,,Open,BRONX
16405,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,SEWER,RESIDENTIAL BUILDING,11233,ADDRESS,BROOKLYN,,Open,BROOKLYN
16406,10/28/2013 12:00:00 AM,10/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10025,ADDRESS,NEW YORK,,Closed,MANHATTAN
16407,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,ADDRESS,BROOKLYN,,Open,BROOKLYN
16408,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,GAS,RESIDENTIAL BUILDING,11229,ADDRESS,BROOKLYN,,Open,BROOKLYN
16409,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11235,ADDRESS,BROOKLYN,,Closed,BROOKLYN
16410,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11422,ADDRESS,Rosedale,,Open,QUEENS
16411,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10472,ADDRESS,BRONX,,Closed,BRONX
16412,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11208,ADDRESS,BROOKLYN,,Open,BROOKLYN
16413,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11102,ADDRESS,Astoria,,Open,QUEENS
16414,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10468,ADDRESS,BRONX,,Open,BRONX
16415,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10454,ADDRESS,BRONX,,Open,BRONX
16416,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,ADDRESS,BRONX,,Closed,BRONX
16417,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10032,ADDRESS,NEW YORK,,Open,MANHATTAN
16418,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11235,ADDRESS,BROOKLYN,,Open,BROOKLYN
16419,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10467,ADDRESS,BRONX,,Open,BRONX
16420,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10468,ADDRESS,BRONX,,Open,BRONX
16421,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11216,ADDRESS,BROOKLYN,,Open,BROOKLYN
16422,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB,RESIDENTIAL BUILDING,10473,ADDRESS,BRONX,,Open,BRONX
16423,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,GAS,RESIDENTIAL BUILDING,10463,ADDRESS,NEW YORK,,Open,MANHATTAN
16424,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,ADDRESS,BROOKLYN,,Open,BROOKLYN
16425,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11225,ADDRESS,BROOKLYN,,Open,BROOKLYN
16426,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,ADDRESS,NEW YORK,,Closed,MANHATTAN
16427,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10463,ADDRESS,NEW YORK,,Open,MANHATTAN
16428,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10302,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
16429,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11229,ADDRESS,BROOKLYN,,Open,BROOKLYN
16430,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,CONSTRUCTION,PAVEMENT,RESIDENTIAL BUILDING,11231,ADDRESS,BROOKLYN,,Open,BROOKLYN
16431,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10463,ADDRESS,BRONX,,Open,BRONX
16432,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10470,ADDRESS,BRONX,,Open,BRONX
16433,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,ADDRESS,BROOKLYN,,Closed,BROOKLYN
16434,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10452,ADDRESS,BRONX,,Open,BRONX
16435,10/28/2013 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11204,ADDRESS,BROOKLYN,,Assigned,BROOKLYN
16436,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10031,ADDRESS,NEW YORK,,Open,MANHATTAN
16437,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11104,ADDRESS,Sunnyside,,Open,QUEENS
16438,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,ADDRESS,NEW YORK,,Closed,MANHATTAN
16439,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10031,ADDRESS,NEW YORK,,Open,MANHATTAN
16440,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11233,ADDRESS,BROOKLYN,,Open,BROOKLYN
16441,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,11212,ADDRESS,BROOKLYN,,Open,BROOKLYN
16442,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10466,ADDRESS,BRONX,,Closed,BRONX
16443,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10029,ADDRESS,NEW YORK,,Open,MANHATTAN
16444,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11416,ADDRESS,Ozone Park,,Closed,QUEENS
16445,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10310,ADDRESS,STATEN ISLAND,,Open,STATEN ISLAND
16446,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11214,ADDRESS,BROOKLYN,,Open,BROOKLYN
16447,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10025,ADDRESS,NEW YORK,,Open,MANHATTAN
16448,10/28/2013 12:00:00 AM,10/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452,ADDRESS,BRONX,,Closed,BRONX
16449,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10009,ADDRESS,NEW YORK,,Closed,MANHATTAN
16450,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11692,ADDRESS,Arverne,,Open,QUEENS
16451,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,ADDRESS,Ridgewood,,Open,QUEENS
16452,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10029,ADDRESS,NEW YORK,,Closed,MANHATTAN
16453,10/28/2013 12:00:00 AM,10/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11423,ADDRESS,Hollis,,Closed,QUEENS
16454,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11204,ADDRESS,BROOKLYN,,Open,BROOKLYN
16455,10/28/2013 12:00:00 AM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11226,ADDRESS,BROOKLYN,,Open,BROOKLYN
